,Sector,Stock Name,Buy,Sell
793,Others,REMSONSIND,0,0
794,Others,ASTERDM,4858,2302
795,Others,BHAGYANGR,50,35
796,Others,ZOTA,1,0
797,Others,GODFRYPHLP,16,2
798,Others,KMEW,8,0
799,Others,DCMSRIND,2,0
800,Others,APTUS,418,15
801,Others,POWERINDIA,17,0
802,Others,BHARATWIRE,252,0
803,Others,MONTECARLO,100,0
804,Others,PDMJEPAPER,284,0
805,Others,OMAXAUTO,248,0
806,Others,ASHAPURMIN,230,0
807,Others,GULFPETRO,74,0
808,Others,GSLSU,1,0
809,Others,VAISHALI,58,10
810,Others,ARE&M,1189,12
811,Others,SVPGLOB,2,0
812,Others,AARTIDRUGS,2,1
813,Others,SADBHAV,210,37
814,Others,RUCHIRA,0,0
815,Others,TIRUMALCHM,177,50
816,Others,BLKASHYAP,650,0
817,Others,TARC,57,0
818,Others,SUTLEJTEX,0,0
819,Others,NUVOCO,405,49
820,Others,ANUP,44,27
821,Others,VASCONEQ,2320,0
822,Others,TRIGYN,0,0
823,Others,SURANAT&P,68,0
824,Others,RSYSTEMS,68,0
825,Others,FELDVR,10,0
826,Others,INDIAGLYCO,219,0
827,Others,GUFICBIO,0,0
828,Others,HITECH,334,10
829,Others,GABRIEL,32,8
830,Others,BHAGCHEM,250,0
831,Others,KRIDHANINF,1,0
832,Others,GALAPREC,3,19
833,Others,FINEORG,5,0
834,Others,MANBA,324,10
835,Others,BOROSCI,282,0
836,Others,SYMPHONY,10,0
837,Others,PRAKASH,142,59
838,Others,FIRSTCRY,47,1
839,Others,ASTRAZEN,28,0
840,Others,EIHOTEL,222,0
841,Others,THERMAX,6,7
842,Others,AUTOIND,0,0
843,Others,AWHCL,83,0
844,Others,NAZARA,120,4
845,Others,SOUTHBANK,25716,294
846,Others,GRAVITA,307,82
847,Others,DTIL,0,0
848,Others,CAPACITE,4528,157
849,Others,SURAJEST,0,0
850,Others,GUJALKALI,64,1
851,Others,GRAPHITE,1114,2
852,Others,ESAFSFB,92,1
853,Others,ROLEXRINGS,10,0
854,Others,GATEWAY,202,121
855,Others,JINDALSAW,962,554
856,Others,ORIANA,0,0
857,Others,GULPOLY,715,0
858,Others,STLTECH,5257,1201
859,Others,SOMANYCERA,198,0
860,Others,CASTROLIND,782,350
861,Others,360ONE,150,10
862,Others,FIVESTAR,114,202
863,Others,PARAGMILK,802,20
864,Others,POWERMECH,9,0
865,Others,FSL,2798,83
866,Others,PNGJL,155,0
867,Others,MAZDOCK,5037,545
868,Others,LODHA,870,136
869,Others,JINDALPHOT,53,0
870,Others,MINDACORP,108,0
871,Others,ECLERX,296,131
872,Others,ANANDRATHI,53,10
873,Others,IONEXCHANG,1801,5
874,Others,INOXINDIA,8,0
875,Others,GTPL,50,0
876,Others,INSECTICID,0,0
877,Others,ANDHRAPAP,11,0
878,Others,CONTROLPR,6,0
879,Others,CGPOWER,5062,577
880,Others,JBMA,71,0
881,Others,VINCOFE,501,1
882,Others,GNA,0,0
883,Others,CHEVIOT,3,0
884,Others,SPARC,297,0
885,Others,WINDLAS,9,0
886,Others,PARAS,271,100
887,Others,STARCEMENT,77,1
888,Others,VOLTAMP,13,0
889,Others,IFGLEXPOR,18,0
890,Others,KRISHANA,0,0
891,Others,CLSEL,0,0
892,Others,KALYANKJIL,5779,383
893,Others,BAJAJHFL,19507,4810
894,Others,CHALET,147,6
895,Others,WEBELSOLAR,158,117
896,Others,GRMOVER,0,0
897,Others,MMTC,1476,3
898,Others,PARKHOTELS,395,496
899,Others,GPTINFRA,0,0
900,Others,RPSGVENT,0,2
901,Others,RAJRATAN,6,0
902,Others,RRKABEL,74,1
903,Others,BBL,13,2
904,Others,BAJAJHIND,38495,573
905,Others,5PAISA,30,0
906,Others,AHLUCONT,0,20
907,Others,BPL,200,0
908,Others,HAPPSTMNDS,238,120
909,Others,AMRUTANJAN,200,0
910,Others,MARKSANS,2868,120
911,Others,TASTYBITE,1,1
912,Others,MORARJEE,1,0
913,Others,AVANTIFEED,125,77
914,Others,AGARIND,25,0
915,Others,INNOVACAP,0,0
916,Others,GARFIBRES,6,1
917,Others,POLYMED,141,63
918,Others,ARTEMISMED,28,48
919,Others,BHAGERIA,8,0
920,Others,KELLTONTEC,790,0
921,Others,BHARTIHEXA,681,47
922,Others,CAMPUS,571,182
923,Others,LINCOLN,20,0
924,Others,AXISCADES,52,0
925,Others,PLATIND,501,0
926,Others,GOPAL,58,37
927,Others,GOYALALUM,185,303
928,Others,STANLEY,14,0
929,Others,SHK,433,0
930,Others,PILANIINVS,0,0
931,Others,EMUDHRA,209,100
932,Others,UTKARSHBNK,1945,2054
933,Others,ZENSARTECH,1130,226
934,Others,MUKKA,3761,569
935,Others,RPPINFRA,391,69
936,Others,TREL,102,2
937,Others,SYNCOMF,6534,4
938,Others,AFCONS,0,0
939,Others,JWL,2309,99
940,Others,SIGACHI,6492,201
941,Others,BRIGADE,6,21
942,Others,QUESS,810,334
943,Others,ZFCVINDIA,201,41
944,Others,ABREL,52,476
945,Others,EXICOM,362,69
946,Others,CGCL,1038,250
947,Others,GANGESSECU,465,0
948,Others,CENTUM,0,0
949,Others,DCI,0,0
950,Others,SHAILY,1547,64
951,Others,HCC,58250,6315
952,Others,RPEL,117,0
953,Others,CGRAPHICS,0,0
954,Others,SHRIRAMPPS,123,3
955,Others,NIITMTS,1,11
956,Others,RKFORGE,112,32
957,Others,HCG,94,18
958,Others,ACMESOLAR,3051,457
959,Others,ALANKIT,458,0
960,Others,VINNY,1682,1650
961,Others,FCSSOFT,0,0
962,Others,NH,124,10
963,Others,ERIS,121,47
964,Others,ETHOSLTD,0,0
965,Others,LINDEINDIA,15,1
966,Others,ENGINERSIN,0,0
967,Others,MIDHANI,516,309
968,Others,ARIES,330,0
969,Others,PRINCEPIPE,137,0
970,Others,PPL,21,0
971,Others,HTMEDIA,5,0
972,Others,INDIGRID,101,0
973,Others,FCL,203,9
974,Others,J&KBANK,2670,223
975,Others,CHEMCON,0,0
976,Others,3IINFOLTD,2435,10
977,Others,PAYTM,0,0
978,Others,HINDOILEXP,1,20
979,Others,NCC,8066,168
980,Others,RAJSREESUG,1,146
981,Others,ENVIRO,0,0
982,Others,EKC,420,5
983,Others,SANGHIIND,420,0
984,Others,FINPIPE,467,104
985,Others,RVNL,0,0
986,Others,MAXIND,55,0
987,Others,TRACXN,20,0
988,Others,INFIBEAM,2520,2630
989,Others,HARRMALAYA,0,2
990,Others,ENSER,0,0
991,Others,ROSSARI,42,9
992,Others,SUVENPHAR,7,81
993,Others,IOB,16655,2027
994,Others,IMFA,0,0
995,Others,NUVAMA,10,4
996,Others,AJANTPHARM,1,0
997,Others,IRFC,38694,17006
998,Others,ESTER,10,11
999,Others,NEXTMEDIA,710,86
1000,Others,CESC,1072,498
1001,Others,KOHINOOR,61,22
1002,Others,ORIENTTECH,270,17
1003,Others,GREENPOWER,4812,235
1004,Others,MOREPENLAB,15515,7011
1005,Others,SWARAJENG,2,3
1006,Others,HERCULES,10,1
1007,Others,JKLAKSHMI,128,6
1008,Others,FAZE3Q,2,0
1009,Others,PARACABLES,1527,815
1010,Others,BAIDFIN,189,1
1011,Others,MADRASFERT,20,0
1012,Others,MAXESTATES,12,0
1013,Others,TCIEXP,27,2
1014,Others,SUPRAJIT,218,46
1015,Others,SHANKARA,152,1
1016,Others,NLCINDIA,796,16
1017,Others,SAMMAANCAP,1402,177
1018,Others,PGEL,1834,96
1019,Others,SATIA,20,0
1020,Others,KAJARIACER,153,7
1021,Others,JLHL,5,0
1022,Others,DELTACORP,1091,43
1023,Others,APOLLO,1057,104
1024,Others,VAIBHAVGBL,108,20
1025,Others,FAIRCHEMOR,4,0
1026,Others,NSIL,6,0
1027,Others,HPAL,1,0
1028,Others,IZMO,307,10
1029,Others,IFCI,7337,1567
1030,Others,HBLPOWER,4381,2051
1031,Others,RICOAUTO,331,0
1032,Others,COSMOFIRST,1,0
1033,Others,VESUVIUS,0,0
1034,Others,RBA,1320,2
1035,Others,CSLFINANCE,5,0
1036,Others,UNOMINDA,810,120
1037,Others,KPITTECH,589,226
1038,Others,SCI,5740,116
1039,Others,JSWENERGY,913,77
1040,Others,ARIHANTCAP,583,0
1041,Others,ARKADE,420,50
1042,Others,CYIENT,64,11
1043,Others,VINYLINDIA,48,0
1044,Others,TNPL,152,4
1045,Others,IXIGO,101,0
1046,Others,ALKYLAMINE,28,2
1047,Others,LUMAXTECH,111,5
1048,Others,GSFC,550,312
1049,Others,PENINLAND,12,1
1050,Others,TIINDIA,103,49
1051,Others,NETWEB,285,8
1052,Others,VIKASLIFE,2877,7031
1053,Others,IDBI,24623,1256
1054,Others,STAR,389,480
1055,Others,BASF,38,0
1056,Others,AMNPLST,0,0
1057,Others,SAKHTISUG,0,0
1058,Others,PARADEEP,2614,186
1059,Others,TDPOWERSYS,2009,149
1060,Others,KTKBANK,3826,389
1061,Others,GRINFRA,0,0
1062,Others,RAYMONDLSL,25,1
1063,Others,TORNTPOWER,266,9
1064,Others,CONFIPET,187,11
1065,Others,JMA,0,36
1066,Others,SFL,24,0
1067,Others,XCHANGING,21,1
1068,Others,RCF,3180,73
1069,Others,RUPA,77,0
1070,Others,PNCINFRA,712,794
1071,Others,GANECOS,24,17
1072,Others,ELIN,0,51
1073,Others,BSL,1,0
1074,Others,MOIL,776,0
1075,Others,APEX,0,9
1076,Others,DBOL,10,0
1077,Others,VISHWARAJ,42,0
1078,Others,KFINTECH,168,113
1079,Others,BANSWRAS,4,0
1080,Others,SANDHAR,124,1
1081,Others,VIRINCHI,4,2
1082,Others,CAMS,235,108
1083,Others,JUSTDIAL,66,0
1084,Others,WABAG,139,25
1085,Others,TRANSWORLD,1555,150
1086,Others,TALBROAUTO,1965,100
1087,Others,KBCGLOBAL,7511,14859
1088,Others,SIKKO,5,0
1089,Others,ASAL,1,0
1090,Others,GANGAFORGE,0,20
1091,Others,ENTERO,30,0
1092,Others,ROUTE,13,0
1093,Others,ROHLTD,55,0
1094,Others,CAPLIPOINT,11,10
1095,Others,PATINTLOG,101,23
1096,Others,CENTRUM,25,1
1097,Others,WSTCSTPAPR,206,0
1098,Others,SPENCERS,0,0
1099,Others,LICI,2081,892
1100,Others,PRIVISCL,5,0
1101,Others,DEN,44,0
1102,Others,CANTABIL,51,0
1103,Others,HEMIPROP,180,200
1104,Others,WELSPUNLIV,1911,205
1105,Others,ARVIND,132,269
1106,Others,GANESHHOUC,504,16
1107,Others,BODALCHEM,0,46
1108,Others,RHIM,0,0
1109,Others,HARIOMPIPE,14,0
1110,Others,VSTTILLERS,5,0
1111,Others,AHL,117,20
1112,Others,3MINDIA,2,0
1113,Others,FORCEMOT,0,0
1114,Others,HLEGLAS,77,21
1115,Others,SINDHUTRAD,6,2
1116,Others,APOLLOPIPE,54,14
1117,Others,KALYANIFRG,0,0
1118,Others,KIRLOSIND,0,1
1119,Others,DEVYANI,904,2
1120,Others,VTL,0,20
1121,Others,SUDARSCHEM,301,142
1122,Others,CENTRALBK,13037,489
1123,Others,NESCO,50,0
1124,Others,VLSFINANCE,1,1
1125,Others,ONMOBILE,1003,255
1126,Others,KSB,29,0
1127,Others,CIGNITITEC,62,7
1128,Others,ZEEL,0,0
1129,Others,INDIANB,38,46
1130,Others,FIEMIND,11,0
1131,Others,KOLTEPATIL,0,1
1132,Others,INDIASHLTR,0,0
1133,Others,TAJGVK,134,66
1134,Others,SRHHYPOLTD,20,100
1135,Others,GSPL,127,44
1136,Others,RTNPOWER,21959,768
1137,Others,REPCOHOME,0,1
1138,Others,TARIL,64,327
1139,Others,ZUARI,165,0
1140,Others,DISHTV,22844,21032
1141,Others,NCLIND,6,0
1142,Others,DHAMPURSUG,0,0
1143,Others,EIDPARRY,222,55
1144,Others,PFS,310,0
1145,Others,MOTILALOFS,1917,127
1146,Others,AGSTRA,20,0
1147,Others,LTFOODS,1855,81
1148,Others,APTECHT,50,0
1149,Others,CELLO,15,0
1150,Others,NELCO,0,0
1151,Others,RAMCOSYS,75,1
1152,Others,SUMICHEM,125,26
1153,Others,ZEELEARN,1784,533
1154,Others,INDOAMIN,78,0
1155,Others,SDBL,32,0
1156,Others,KKCL,5,0
1157,Others,SUNDARMFIN,0,0
1158,Others,SOFTTECH,0,0
1159,Others,KSL,0,0
1160,Others,DWARKESH,136,0
1161,Others,GRWRHITECH,9,7
1162,Others,DOLLAR,1,0
1163,Others,LIKHITHA,42,0
1164,Others,SHYAMCENT,205,0
1165,Others,CREDITACC,184,57
1166,Others,TEJASNET,168,250
1167,Others,HFCL,0,0
1168,Others,AVTNPL,0,0
1169,Others,KRBL,79,1
1170,Others,DIFFNKG,3,21
1171,Others,RESPONIND,0,0
1172,Others,SSDL,46,0
1173,Others,CDSL,6935,620
1174,Others,ORIENTHOT,17,0
1175,Others,AGI,0,23
1176,Others,BANKINDIA,15636,1336
1177,Others,BLS,290,29
1178,Others,MANAKSIA,10,0
1179,Others,ABDL,13,110
1180,Others,SUBEXLTD,2573,261
1181,Others,BESTAGRO,0,2
1182,Others,JSWINFRA,571,49
1183,Others,GULFOILLUB,344,0
1184,Others,RSWM,0,0
1185,Others,PRIMESECU,0,0
1186,Others,UGARSUGAR,1,10
1187,Others,TIMETECHNO,82,36
1188,Others,NFL,3654,21
1189,Others,ASMS,10,0
1190,Others,JINDWORLD,72,18
1191,Others,JAICORPLTD,428,221
1192,Others,ALICON,3,0
1193,Others,OLECTRA,439,230
1194,Others,ESABINDIA,0,0
1195,Others,MEDANTA,54,105
1196,Others,VIJIFIN,3270,0
1197,Others,ZOMATO,40139,4542
1198,Others,TATATECH,1534,334
1199,Others,DATAMATICS,0,0
1200,Others,GENESYS,331,60
1201,Others,JKTYRE,106,16
1202,Others,MAHSCOOTER,0,0
1203,Others,MEDPLUS,56,11
1204,Others,BLACKBUCK,359,399
1205,Others,IIFLSEC,70,4
1206,Others,TFCILTD,284,5
1207,Others,SULA,226,52
1208,Others,SUNDARMHLD,1,0
1209,Others,TVSSCS,709,0
1210,Others,NRAIL,1,0
1211,Others,LANDMARK,16,0
1212,Others,RPTECH,0,0
1213,Others,THYROCARE,0,0
1214,Others,CRAFTSMAN,23,23
1215,Others,RATNAMANI,20,0
1216,Others,MAITHANALL,3,0
1217,Others,GLS,10,0
1218,Others,TEGA,2,6
1219,Others,BOMDYEING,1225,141
1220,Others,AUTOAXLES,0,0
1221,Others,SUNCLAY,1,0
1222,Others,MPSLTD,4,0
1223,Others,TBOTEK,41,60
1224,Others,PRITI,0,0
1225,Others,BFINVEST,102,0
1226,Others,INFOBEAN,0,0
1227,Others,AIIL,10,1
1228,Others,AEGISLOG,27,0
1229,Others,BLUEJET,0,0
1230,Others,AETHER,1,0
1231,Others,NAVNETEDUL,9,0
1232,Others,TITAGARH,1030,151
1233,Others,MONARCH,201,0
1234,Others,FACT,248,15
1235,Others,SONACOMS,378,105
1236,Others,NPST,0,0
1237,Others,SJVN,0,0
1238,Others,SAGCEM,0,0
1239,Others,KIRLOSBROS,338,107
1240,Others,PITTIENG,47,0
1241,Others,FORTIS,816,326
1242,Others,KESORAMIND,45,46
1243,Others,SUNDRMFAST,17,0
1244,Others,ANGELONE,670,64
1245,Others,SURYODAY,24,151
1246,Others,EMBDL,1910,1433
1247,Others,BIKAJI,0,0
1248,Others,IITL,0,1
1249,Others,BEML,253,65
1250,Others,CENTURYPLY,8,0
1251,Others,INDOSTAR,3,0
1252,Others,SHOPERSTOP,13,13
1253,Others,MANAKALUCO,1,8
1254,Others,VARROC,50,5
1255,Others,HSCL,1006,437
1256,Others,CREATIVE,95,5
1257,Others,BOROLTD,55,21
1258,Others,IRMENERGY,0,0
1259,Others,PGINVIT,760,298
1260,Others,HERITGFOOD,583,20
1261,Others,UTTAMSUGAR,0,0
1262,Others,ONEPOINT,0,18
1263,Others,OSWALGREEN,180,50
1264,Others,SBC,881,10
1265,Others,TATVA,0,0
1266,Others,ORISSAMINE,0,0
1267,Others,VISHNU,14,0
1268,Others,ORIENTELEC,10,8
1269,Others,SASTASUNDR,1,0
1270,Others,AVADHSUGAR,0,0
1271,Others,BALUFORGE,321,137
1272,Others,RADIOCITY,31,11
1273,Others,ONWARDTEC,11,0
1274,Others,BAYERCROP,20,26
1275,Others,SERVOTECH,2640,226
1276,Others,NAVKARCORP,145,0
1277,Others,EQUITASBNK,4716,274
1278,Others,SPIC,1007,0
1279,Others,ACI,106,1
1280,Others,TAKE,0,20
1281,Others,SUPRIYA,31,8
1282,Others,HEXATRADEX,0,0
1283,Others,ALOKINDS,5143,263
1284,Others,PFIZER,1,0
1285,Others,TATAINVEST,15,5
1286,Others,KICL,10,7
1287,Others,VENKEYS,26,200
1288,Others,JPPOWER,92964,35009
1289,Others,ACL,0,0
1290,Others,BLUEDART,1,1
1291,Others,EMAMIPAP,3,0
1292,Others,SEPC,0,0
1293,Others,UDS,127,26
1294,Others,MOL,2,550
1295,Others,JMFINANCIL,1820,1718
1296,Others,KHAICHEM,136,0
1297,Others,GILLETTE,31,0
1298,Others,VPRPL,62,20
1299,Others,KINGFA,1,0
1300,Others,AWL,5193,84
1301,Others,GHCL,773,50
1302,Others,SSWL,0,75
1303,Others,TEAMLEASE,4,1
1304,Others,ADVANIHOTR,1,1
1305,Others,INOXWIND,1388,2873
1306,Others,JSL,56,0
1307,Others,KAYNES,198,1
1308,Others,GPTHEALTH,263,151
1309,Others,RAILTEL,1109,137
1310,Others,EDELWEISS,2725,535
1311,Others,KIMS,116,22
1312,Others,AZAD,282,50
1313,Others,HIKAL,156,17
1314,Others,SPORTKING,15,0
1315,Others,JISLJALEQS,1141,1196
1316,Others,NIITLTD,7171,1335
1317,Others,MANALIPETC,120,0
1318,Others,SUBROS,196,3
1319,Others,TPLPLASTEH,360,0
1320,Others,THOMASCOOK,82,80
1321,Others,PTC,869,0
1322,Others,PRSMJOHNSN,212,0
1323,Others,SNOWMAN,1003,0
1324,Others,IOLCP,162,30
1325,Others,AMIORG,138,2
1326,Others,UJJIVANSFB,0,0
1327,Others,DHANI,5794,3599
1328,Others,NRBBEARING,90,0
1329,Others,AERON,0,0
1330,Others,ADSL,238,175
1331,Others,EMSLIMITED,109,0
1332,Others,ASTRON,100,101
1333,Others,RAIN,68,44
1334,Others,LGBBROSLTD,0,0
1335,Others,BECTORFOOD,39,20
1336,Others,JINDRILL,1,13
1337,Others,KRSNAA,92,0
1338,Others,JUBLINGREA,1,67
1339,Others,SHREEPUSHK,13,701
1340,Others,DAVANGERE,4201,10573
1341,Others,KIOCL,312,1
1342,Others,PIXTRANS,29,5
1343,Others,MARATHON,0,15
1344,Others,FLUOROCHEM,2,1
1345,Others,HGINFRA,16,1
1346,Others,UCOBANK,413,4154
1347,Others,SUZLON,76796,50007
1348,Others,POKARNA,26,0
1349,Others,SCHAEFFLER,1,0
1350,Others,PALASHSECU,0,0
1351,Others,TRIDENT,9357,8487
1352,Others,DBEIL,0,0
1353,Others,SOLARINDS,11,11
1354,Others,PSPPROJECT,42,2
1355,Others,PAR,13,0
1356,Others,STERTOOLS,331,0
1357,Others,GODREJAGRO,20,100
1358,Others,SGIL,41,119
1359,Others,JASH,370,1
1360,Others,TRITURBINE,4366,1824
1361,Others,SPCENET,0,3
1362,Others,ACE,27,100
1363,Others,SUPREMEIND,33,1
1364,Others,MIRZAINT,103,0
1365,Others,ELECTCAST,2362,220
1366,Others,BALMLAWRIE,140,9
1367,Others,SOBHA,74,42
1368,Others,EASEMYTRIP,0,0
1369,Others,JSLL,0,0
1370,Others,JAYBARMARU,408,0
1371,Others,SIGNPOST,1274,0
1372,Others,GLOBUSSPR,37,25
1373,Others,MSPL,601,3
1374,Others,UNITECH,0,0
1375,Others,JKIL,153,1
1376,Others,CHENNPETRO,745,155
1377,Others,ASIANTILES,10,250
1378,Others,SRD,1,0
1379,Others,DEEPAKFERT,1586,73
1380,Others,GENUSPOWER,853,285
1381,Others,GMDCLTD,362,5
1382,Others,NEULANDLAB,11,10
1383,Others,KIRLOSENG,54,35
1384,Others,SWELECTES,59,0
1385,Others,IRCON,0,0
1386,Others,RATEGAIN,11,13
1387,Others,MEDICAMEQ,0,0
1388,Others,MAHABANK,6896,1363
1389,Others,DBL,20,0
1390,Others,ORIENTCEM,663,64
1391,Others,NITINSPIN,30,20
1392,Others,GALAXYSURF,7,0
1393,Others,SJS,902,1275
1394,Others,ANANTRAJ,238,134
1395,Others,SBFC,508,43
1396,Others,AGIIL,8,15
1397,Others,BARBEQUE,15,1
1398,Others,GODREJIND,37,5
1399,Others,APLLTD,10,0
1400,Others,GOKULAGRO,150,50
1401,Others,VINATIORGA,10,0
1402,Others,VISAKAIND,10,0
1403,Others,ACLGATI,0,0
1404,Others,KPIGREEN,314,78
1405,Others,DHARMAJ,23,11
1406,Others,ORIENTCER,24,100
1407,Others,THEMISMED,0,0
1408,Others,LLOYDSME,140,60
1409,Others,POLYPLEX,123,2
1410,Others,MANKIND,82,25
1411,Others,MAHLOG,120,14
1412,Others,JCHAC,1,0
1413,Others,MSUMI,3006,1319
1414,Others,IDEAFORGE,121,50
1415,Others,SICALLOG,0,0
1416,Others,INTLCONV,0,50
1417,Others,AIAENG,4,73
1418,Others,UNIONBANK,0,0
1419,Others,V2RETAIL,0,10
1420,Others,ABSLAMC,225,168
1421,Others,ALLCARGO,2601,39
1422,Others,HATSUN,13,0
1423,Others,SKIPPER,1098,0
1424,Others,NIVABUPA,2117,481
1425,Others,BHINVIT,3,150
1426,Others,KAMATHOTEL,0,2
1427,Others,GSS,6,0
1428,Others,ORIENTPPR,16,0
1429,Others,REDTAPE,20,21
1430,Others,NAVA,19,16
1431,Others,ITI,236,628
1432,Others,BAJAJCON,59,0
1433,Others,PRECAM,136,100
1434,Others,SANSERA,108,6
1435,Others,STEELCAS,0,0
1436,Others,GICHSGFIN,3,0
1437,Others,SADHNANIQ,39,500
1438,Others,GOCLCORP,5,0
1439,Others,BAJEL,77,93
1440,Others,LXCHEM,318,113
1441,Others,CYBERMEDIA,101,0
1442,Others,GEPIL,21,60
1443,Others,FUSION,41,200
1444,Others,RELIGARE,2,1
1445,Others,PRICOLLTD,0,0
1446,Others,ABAN,1,151
1447,Others,LAOPALA,1,25
1448,Others,LEMONTREE,5667,1054
1449,Others,SHYAMMETL,66,0
1450,Others,SAGILITY,328035,48718
1451,Others,THANGAMAYL,14,2
1452,Others,MENONBE,0,0
1453,Others,OMINFRAL,60,171
1454,Others,NAM-INDIA,51,16
1455,Others,VIPIND,63,0
1456,Others,EPL,32,1
1457,Others,JIOFIN,15605,1215
1458,Others,BALAMINES,0,0
1459,Others,JITFINFRA,77,0
1460,Others,BLAL,30,100
1461,Others,CLEAN,29,8
1462,Others,MAHLIFE,104,55
1463,Others,HINDZINC,538,42
1464,Others,FEDFINA,1043,197
1465,Others,HNDFDS,56,1
1466,Others,CAMLINFINE,205,38
1467,Others,ICEMAKE,4,7
1468,Others,STYRENIX,0,0
1469,Others,GPIL,262,40
1470,Others,KECL,561,12
1471,Others,NIACL,1267,95
1472,Others,TCI,6,10
1473,Others,BIRLACORPN,16,4
1474,Others,CARTRADE,71,30
1475,Others,VSSL,0,0
1476,Others,DPEL,0,0
1477,Others,KPIL,19,0
1478,Others,PRECWIRE,100,0
1479,Others,FDC,6,0
1480,Others,PIONEEREMB,0,0
1481,Others,BTML,253,9
1482,Others,POONAWALLA,701,300
1483,Others,IPL,92,0
1484,Others,RUSHIL,3,2
1485,Others,HOMEFIRST,53,0
1486,Others,RAMASTEEL,13592,6183
1487,Others,YATHARTH,13,180
1488,Others,CHEMPLASTS,100,202
1489,Others,GLAND,12,20
1490,Others,DCW,2355,89
1491,Others,CUPID,126,77
1492,Others,SAFARI,0,6
1493,Others,WINSOME,0,10
1494,Others,CELEBRITY,0,0
1495,Others,COMPUSOFT,0,3
1496,Others,GLAXO,1,4
1497,Others,JTLIND,30,0
1498,Others,HUHTAMAKI,15,0
1499,Others,EMCURE,8,0
1500,Others,SAURASHCEM,110,184
1501,Others,LAXMICOT,0,0
1502,Others,VINDHYATEL,0,0
1503,Others,SHREDIGCEM,95,0
1504,Others,TRIVENI,46,207
1505,Others,GREENPLY,0,0
1506,Others,DBCORP,20,0
1507,Others,NARMADA,17,0
1508,Others,KAUSHALYA,0,0
1509,Others,HERANBA,2,30
1510,Others,HEIDELBERG,1,0
1511,Others,TRF,0,0
1512,Others,DNAMEDIA,21,0
1513,Others,QUICKHEAL,6,63
1514,Others,AARTISURF,0,0
1515,Others,ELGIEQUIP,157,143
1516,Others,DYNAMATECH,2,12
1517,Others,JAYAGROGN,0,0
1518,Others,PATANJALI,59,2
1519,Others,SKFINDIA,16,13
1520,Others,INDTERRAIN,5,1
1521,Others,MASFIN,0,0
1522,Others,GTECJAINX,0,0
1523,Others,NILKAMAL,0,0
1524,Others,SIS,0,0
1525,Others,SUULD,0,0
1526,Others,DPABHUSHAN,1,0
1527,Others,APARINDS,0,0
1528,Others,HONAUT,0,0
1529,Others,AHLEAST,0,0
1530,Others,ELECON,79,3
1531,Others,SUNTECK,618,20
1532,Others,NILAINFRA,3885,119
1533,Others,WELCORP,158,33
1534,Others,WEL,1,0
1535,Others,MIRCELECTR,10,0
1536,Others,PVSL,56,0
1537,Others,ASAHIINDIA,35,1
1538,Others,NAHARSPING,0,0
1539,Others,TEXINFRA,249,42
1540,Others,SHARDACROP,186,0
1541,Others,SAREGAMA,530,19
1542,Others,DHANUKA,0,2
1543,Others,DRCSYSTEMS,2,418
1544,Others,SOMICONVEY,0,0
1545,Others,PNC,0,0
1546,Others,SUVEN,9,0
1547,Others,MANYAVAR,50,4
1548,Others,HECPROJECT,0,0
1549,Others,BAFNAPH,0,1
1550,Others,HDIL,11,0
1551,Others,PTL,20,0
1552,Others,DIAMONDYD,2,0
1553,Others,JNKINDIA,0,23
1554,Others,INDOTHAI,1,0
1555,Others,PNBHOUSING,60,9
1556,Others,JAIBALAJI,15,0
1557,Others,ANSALAPI,0,0
1558,Others,RAINBOW,122,286
1559,Others,PAKKA,4,0
1560,Others,VSTIND,170,10
1561,Others,HEUBACHIND,0,1
1562,Others,INVENTURE,1099,300
1563,Others,ZYDUSWELL,0,0
1564,Others,AAVAS,20,10
1565,Others,RGL,153,0
1566,Others,ARVINDFASN,78,174
1567,Others,PDSL,5,0
1568,Others,DCAL,212,158
1569,Others,SYRMA,411,127
1570,Others,KAMDHENU,735,22
1571,Others,SHARDAMOTR,0,0
1572,Others,SANOFI,3,0
1573,Others,SAMHI,97,50
1574,Others,PPLPHARMA,1553,137
1575,Others,UGROCAP,47,0
1576,Others,PEARLPOLY,50,0
1577,Others,HUBTOWN,100,0
1578,Others,SPAL,1,25
1579,Others,METROBRAND,2,0
1580,Others,MOTISONS,275,2233
1581,Others,REFEX,351,153
1582,Others,KIRLPNU,86,61
1583,Others,AAATECH,0,0
1584,Others,DENTALKART,0,0
1585,Others,KABRAEXTRU,350,2
1586,Others,PGIL,1,50
1587,Others,SIGMA,0,127
1588,Others,DOLATALGO,130,0
1589,Others,INOXGREEN,209,0
1590,Others,HEG,143,96
1591,Others,CENTEXT,14,0
1592,Others,UFLEX,0,0
1593,Others,KRITIKA,46,0
1594,Others,SENCO,125,115
1595,Others,SHALPAINTS,0,0
1596,Others,IRB,0,0
1597,Others,INDOBORAX,10,0
1598,Others,ALEMBICLTD,0,100
1599,Others,MBECL,2,0
1600,Others,MAHSEAMLES,2,265
1601,Others,TIMKEN,1,28
1602,Others,SUNDARAM,69,0
1603,Others,MAANALU,32,10
1604,Others,CARYSIL,8,14
1605,Others,ICIL,15,30
1606,Others,SCHAND,10,0
1607,Others,DVL,1,80
1608,Others,DPWIRES,15,0
1609,Others,RAJESHEXPO,474,317
1610,Others,SASKEN,26,0
1611,Others,JKPAPER,100,1
