,Sector,Stock Name,Buy,Sell
1612,Others,HAVISHA,0,0
1613,Others,SHRIPISTON,0,0
1614,Others,CUBEXTUB,0,0
1615,Others,STYLAMIND,0,7
1616,Others,IEL,25047,11
1617,Others,CARBORUNIV,5,0
1618,Others,STCINDIA,1,0
1619,Others,INDGN,0,33
1620,Others,MANINDS,4,0
1621,Others,RELAXO,0,0
1622,Others,RENUKA,2293,2596
1623,Others,JGCHEM,239,84
1624,Others,DIACABS,0,29
1625,Others,RACLGEAR,0,0
1626,Others,SIYSIL,554,578
1627,Others,HGS,72,4
1628,Others,DIVGIITTS,0,8
1629,Others,DLINKINDIA,17,0
1630,Others,HARSHA,5,0
1631,Others,ZAGGLE,1970,33
1632,Others,EXXARO,51,100
1633,Others,LUXIND,1,0
1634,Others,CENTENKA,0,0
1635,Others,RALLIS,35,0
1636,Others,VBL,2639,756
1637,Others,VENUSREM,0,0
1638,Others,SHAREINDIA,46,91
1639,Others,PAISALO,853,270
1640,Others,OMAXE,16,246
1641,Others,WESTLIFE,133,0
1642,Others,BHARATGEAR,0,0
1643,Others,PENIND,701,1
1644,Others,AEROFLEX,558,235
1645,Others,CEATLTD,43,25
1646,Others,DOMS,28,210
1647,Others,DCBBANK,945,95
1648,Others,DATAPATTNS,187,53
1649,Others,FINCABLES,62,1
1650,Others,IGPL,10,0
1651,Others,HMT,0,10
1652,Others,KLL,0,0
1653,Others,BLBLIMITED,1327,0
1654,Others,USHAMART,73,0
1655,Others,TEXRAIL,4922,317
1656,Others,VGUARD,107,29
1657,Others,MAYURUNIQ,3,26
1658,Others,ZUARIIND,3,0
1659,Others,CMSINFO,186,68
1660,Others,SALASAR,9406,123
1661,Others,LLOYDSENT,1176,10
1662,Others,KARURVYSYA,200,1263
1663,Others,SWANENERGY,498,885
1664,Others,GREAVESCOT,169,454
1665,Others,GANDHAR,96,131
1666,Others,CONCORDBIO,5,0
1667,Others,SHALBY,1,1
1668,Others,ASKAUTOLTD,57,27
1669,Others,LCCINFOTEC,486,319
1670,Others,AADHARHFC,21,50
1671,Others,LAGNAM,227,0
1672,Others,TATAELXSI,51,20
1673,Others,OBCL,1,10
1674,Others,WORTH,1,0
1675,Others,FIBERWEB,1853,2
1676,Others,IMAGICAA,88,30
1677,Others,GEOJITFSL,200,0
1678,Others,HINDCON,227,0
1679,Others,BALKRISHNA,0,1905
1680,Others,GICRE,52,200
1681,Others,SMCGLOBAL,0,0
1682,Others,MUTHOOTCAP,0,0
1683,Others,LEXUS,220,0
1684,Others,HESTERBIO,0,0
1685,Others,INDSWFTLTD,4,148
1686,Others,JYOTHYLAB,233,262
1687,Others,CRISIL,8,26
1688,Others,KPRMILL,2,14
1689,Others,CARERATING,82,33
1690,Others,TEXMOPIPES,0,0
1691,Others,MOLDTKPAC,10,22
1692,Others,VARDHACRLC,40,0
1693,Others,BALRAMCHIN,131,177
1694,Others,UMANGDAIRY,1,120
1695,Others,KRN,442,31
1696,Others,PGHH,0,0
1697,Others,EPACK,84,0
1698,Others,HIL,1,0
1699,Others,THEJO,1,0
1700,Others,TTKPRESTIG,0,11
1701,Others,TI,2106,340
1702,Others,GOODLUCK,57,67
1703,Others,FOODSIN,0,0
1704,Others,GANESHBE,0,0
1705,Others,RIIL,26,1
1706,Others,WHIRLPOOL,0,20
1707,Others,NECCLTD,207,332
1708,Others,HINDWAREAP,20,0
1709,Others,MRPL,308,385
1710,Others,MUTHOOTMF,9,0
1711,Others,BSHSL,160,0
1712,Others,PRAKASHSTL,574,1942
1713,Others,SAPPHIRE,72,0
1714,Others,KALAMANDIR,11,1
1715,Others,ORCHPHARMA,32,0
1716,Others,ALLDIGI,10,8
1717,Others,DBREALTY,665,1933
1718,Others,SUNFLAG,1,0
1719,Others,KNRCON,481,1065
1720,Others,ASTEC,0,0
1721,Others,INDIACEM,100,35
1722,Others,NHPC,0,0
1723,Others,ATL,25,0
1724,Others,MAHAPEXLTD,40,0
1725,Others,AJOONI,377,800
1726,Others,LOKESHMACH,10,104
1727,Others,SATINDLTD,0,0
1728,Others,LOTUSEYE,1,0
1729,Others,TVTODAY,76,550
1730,Others,GAEL,143,1
1731,Others,TVSSRICHAK,0,0
1732,Others,GMBREW,1,17
1733,Others,JAGSNPHARM,71,11
1734,Others,SWSOLAR,420,66
1735,Others,STOVEKRAFT,0,0
1736,Others,VIJAYA,31,256
1737,Others,KRYSTAL,30,55
1738,Others,UNICHEMLAB,0,0
1739,Others,TECHNOE,46,240
1740,Others,INTERARCH,111,36
1741,Others,JYOTICNC,21,21
1742,Others,VALIANTORG,9,0
1743,Others,CLEDUCATE,0,0
1744,Others,ISEC,7,43
1745,Others,ANURAS,0,3
1746,Others,KANANIIND,885,2025
1747,Others,PRAXIS,0,1
1748,Others,SANOFICONR,0,0
1749,Others,RAMKY,161,11
1750,Others,INDORAMA,0,1203
1751,Others,FILATEX,302,496
1752,Others,KROSS,176,1
1753,Others,KSCL,2,30
1754,Others,WELENT,29,5
1755,Others,BEPL,364,10
1756,Others,NUCLEUS,1,54
1757,Others,RADHIKAJWE,145,35
1758,Others,WHEELS,1,0
1759,Others,AARTIPHARM,1,37
1760,Others,TMB,1,208
1761,Others,RKEC,0,20
1762,Others,JTEKTINDIA,0,41
1763,Others,EVEREADY,4,0
1764,Others,EMAMILTD,137,18
1765,Others,IKIO,2,0
1766,Others,MAPMYINDIA,89,27
1767,Others,ATAM,2,273
1768,Others,NAHARPOLY,90,0
1769,Others,NOVAAGRI,423,2250
1770,Others,KEI,45,156
1771,Others,STARPAPER,0,5
1772,Others,PARAGON,0,0
1773,Others,GESHIP,144,10
1774,Others,SAH,0,0
1775,Others,GOLDIAM,55,11
1776,Others,SIRCA,156,912
1777,Others,DELTAMAGNT,26,61
1778,Others,INDIGOPNTS,21,3
1779,Others,SATIN,40,2
1780,Others,PILITA,0,100
1781,Others,JINDALPOLY,10,14
1782,Others,VIMTALABS,18,99
1783,Others,KDDL,1,0
1784,Others,YASHO,0,0
1785,Others,IWEL,0,1
1786,Others,REPRO,7,0
1787,Others,SONAMLTD,20,203
1788,Others,SAMBHAAV,482,223
1789,Others,DALMIASUG,112,0
1790,Others,DCMSHRIRAM,61,12
1791,Others,TIPSMUSIC,204,13
1792,Others,RITCO,0,20
1793,Others,DYNPRO,0,25
1794,Others,UFO,0,0
1795,Others,AMJLAND,62,104
1796,Others,GPPL,184,601
1797,Others,ORIENTLTD,2,0
1798,Others,DSSL,3,0
1799,Others,DELHIVERY,1342,31
1800,Others,MAHESHWARI,0,8
1801,Others,SANDUMA,51,65
1802,Others,SKMEGGPROD,11,0
1803,Others,ADFFOODS,178,1500
1804,Others,ARENTERP,345,0
1805,Others,MANGLMCEM,0,0
1806,Others,PANAMAPET,22,650
1807,Others,NDTV,1587,400
1808,Others,CIEINDIA,74,372
1809,Others,WONDERLA,1,4
1810,Others,TNPETRO,32,637
1811,Others,RACE,0,20
1812,Others,SALSTEEL,1,161
1813,Others,MANUGRAPH,0,0
1814,Others,KIRIINDUS,193,490
1815,Others,ASALCBR,1,0
1816,Others,ICRA,0,25
1817,Others,AVALON,121,43
1818,Others,SMSPHARMA,0,0
1819,Others,VALIANTLAB,0,0
1820,Others,SESHAPAPER,0,12
1821,Others,JBCHEPHARM,0,5
1822,Others,VMART,3,12
1823,Others,SREEL,0,300
1824,Others,VRAJ,15,0
1825,Others,AARON,39,15
1826,Others,MVGJL,5,71
1827,Others,MANORAMA,7,5
1828,Others,TTL,29,562
1829,Others,RML,0,0
1830,Others,KCP,199,2358
1831,Others,YESBANK,105864,28698
1832,Others,PREMIERENE,472,5202
1833,Others,XPROINDIA,435,663
1834,Others,MMP,0,0
1835,Others,ATALREAL,289,1
1836,Others,AKG,0,0
1837,Others,SCHNEIDER,53,1006
1838,Others,LAMBODHARA,250,11
1839,Others,AAKASH,76,1052
1840,Others,POLICYBZR,135,520
1841,Others,PLAZACABLE,33,1870
1842,Others,CSBBANK,55,456
1843,Others,OIL,370,6968
1844,Others,EROSMEDIA,155,2
1845,Others,HMVL,0,0
1846,Others,REDINGTON,108,850
1847,Others,HYUNDAI,0,0
1848,Others,LUMAXIND,0,0
1849,Others,NTPCGREEN,273934,159339
1850,Others,ARROWGREEN,28,12
1851,Others,HAPPYFORGE,1,0
1852,Others,BINANIIND,30,0
1853,Others,FINOPB,0,15
1854,Others,AVG,4,25
1855,Others,SOTL,0,30
1856,Others,ATFL,15,0
1857,Others,SEAMECLTD,10,38
1858,Others,KOKUYOCMLN,19,125
1859,Others,AMBER,40,481
1860,Others,DEVIT,44,136
1861,Others,TECHLABS,0,125
1862,Others,PREMIERPOL,3,0
1863,Others,VIPCLOTHNG,2,151
1864,Others,XELPMOC,0,0
1865,Others,GRINDWELL,3,67
1866,Others,ADORWELD,13,79
1867,Others,PREMIUM,0,0
1868,Others,ALBERTDAVD,2,0
1869,Others,RITES,0,0
1870,Others,TOLINS,659,1900
1871,Others,ACEINTEG,0,0
1872,Others,SKYGOLD,238,401
1873,Others,SURYALAXMI,0,121
1874,Others,SHAKTIPUMP,0,0
1875,Others,NSLNISP,1578,4231
1876,Others,ABMINTLLTD,0,0
1877,Others,PCJEWELLER,1264,280
1878,Others,VETO,0,430
1879,Others,UNIVASTU,0,204
1880,Others,SILINV,0,25
1881,Others,SUMIT,0,0
1882,Others,PRAJIND,217,2564
1883,Others,TTML,0,0
1884,Others,IMPAL,0,40
1885,Others,PANACEABIO,0,96
1886,Others,BIGBLOC,567,3010
1887,Others,BIKEWO,0,0
1888,Others,PIGL,83,31
1889,Others,MANAKSTEEL,0,100
1890,Others,BMETRICS,0,0
1891,Others,ELECTHERM,1,28
1892,Others,RUBFILA,0,0
1893,Others,VLEGOV,500,320
1894,Others,KSHITIJPOL,222,1009
1895,Others,SHIVAMAUTO,6,2
1896,Others,USK,20,527
1897,Others,KREBSBIO,127,241
1898,Others,21STCENMGM,0,5139
1899,Others,WANBURY,0,300
1900,Others,LATTEYS,0,0
1901,Others,KARMAENG,132,0
1902,Others,BIRLAMONEY,0,0
1903,Others,JUNIPER,2,0
1904,Others,AIROLAM,0,0
1905,Others,GVT&D,82,2742
1906,Others,GOKUL,2,440
1907,Others,JSWHL,0,55
1908,Others,RUBYMILLS,474,1625
1909,Others,EQUIPPP,0,51
1910,Others,PAVNAIND,0,3
1911,Others,SAHASRA,0,800
1912,Others,MFML,0,180
1913,Others,3PLAND,609,2298
1914,Others,KOTHARIPRO,0,0
1915,Others,NAGREEKCAP,521,648
1916,Others,PERFECT,0,3000
1917,Others,NILASPACES,7918,111
1918,Others,SHEKHAWATI,30,205
1919,Others,LAKPRE,0,10000
1920,Others,AKASH,124,10
1921,Others,RHFL,5182,74660
1922,Others,SRM,464,3031
1923,All,SECMARK,5,0
1924,All,ARTNIRMAN,5,0
1925,All,SILGO,928,10
1926,All,GENCON,1,0
1927,All,E2E,3925,14
1928,All,DHRUV,220,0
1929,All,AIMTRON,0,0
1930,All,KERNEX,2474,0
1931,All,PANSARI,10,0
1932,All,PKTEA,19,0
1933,All,MCLEODRUSS,163068,0
1934,All,CCCL,3464,200
1935,All,ACCURACY,12973,295
1936,All,YAARI,129405,0
1937,All,PRUDMOULI,1001,0
1938,All,NEELAM,0,0
1939,All,ASLIND,0,0
1940,All,NKIND,0,0
1941,All,MARSHALL,8,0
1942,All,NIBL,7,0
1943,All,OSWALSEEDS,33,0
1944,All,PODDARHOUS,0,0
1945,All,IL&FSTRANS,48,0
1946,All,SIMPLEXINF,359,0
1947,All,GOENKA,1606,27
1948,All,ANKITMETAL,110,0
1949,All,MEGAFLEX,3000,0
1950,All,GATECHDVR,3814,0
1951,All,UNITEDPOLY,0,1
1952,All,BURNPUR,3,0
1953,All,EXCEL,0,0
1954,All,ADROITINFO,216,1
1955,All,UMESLTD,550,9
1956,All,LOYALTEX,5,0
1957,All,ADANIENSOL,60978,462
1958,All,TOUCHWOOD,7,0
1959,All,TECHERA,1600,0
1960,All,HINDNATGLS,90,0
1961,All,KRITI,50,0
1962,All,SETCO,0,0
1963,All,COCHINSHIP,0,0
1964,All,RUCHINFRA,5001,0
1965,All,NBIFIN,95,0
1966,All,BRACEPORT,0,0
1967,All,ARCHIES,39,1
1968,All,VCL,4001,2000
1969,All,CINEVISTA,40,0
1970,All,ONELIFECAP,1000,0
1971,All,JALAN,0,0
1972,All,DIGIDRIVE,2,0
1973,All,JHS,0,0
1974,All,SHREERAMA,8931,1055
1975,All,KEC,11909,1282
1976,All,MASTERTR,264,0
1977,All,THOMASCOTT,20,0
1978,All,RANEENGINE,17,0
1979,All,FLFL,900,0
1980,All,COOLCAPS,0,0
1981,All,RVHL,1104,2
1982,All,SARVESHWAR,34587,419
1983,All,ORTINGLOBE,1,0
1984,All,SHIVATEX,8,0
1985,All,HEADSUP,0,0
1986,All,ALKALI,1,0
1987,All,GLOBALVECT,186,0
1988,All,KAYA,18,0
1989,All,UNITEDTEA,1,0
1990,All,ADANIGREEN,53577,690
1991,All,CHEMFAB,2,1
1992,All,RPPL,103,0
1993,All,ATGL,0,0
1994,All,AMDIND,0,0
1995,All,BANKA,1,0
1996,All,IMPEXFERRO,2,0
1997,All,AKI,12,7
1998,All,TIL,0,0
1999,All,NEXTMEDIA,179,4413
2000,All,OLAELEC,597111,17582
2001,All,SECURKLOUD,5,0
2002,All,HCL-INSYS,725,58
2003,All,DUCON,2327,135
2004,All,SELMC,30,0
2005,All,MACPOWER,351,5
2006,All,PALREDTEC,10,0
2007,All,ZODIACLOTH,20,0
2008,All,HATHWAY,19962,5444
2009,All,SILLYMONKS,1167,0
2010,All,PURVA,1425,250
2011,All,EMMBI,51,0
2012,All,WEALTH,100,0
2013,All,SANGINITA,25,0
2014,All,RPOWER,0,0
2015,All,TCLCONS,611,1
2016,All,SOLARA,336,0
2017,All,TFL,100,0
2018,All,RBMINFRA,200,0
2019,All,BAGFILMS,10064,0
2020,All,SANSTAR,2166,0
2021,All,VIPULLTD,2001,30
2022,All,IEL,40470,0
2023,All,PRITIKA,0,0
2024,All,VARDMNPOLY,130,5
2025,All,AARTECH,131,1
2026,All,RAMRAT,100,0
2027,All,AVL,668,1
2028,All,JISLDVREQS,0,0
2029,All,NGIL,1,0
2030,All,AMBICAAGAR,0,0
2031,All,ENERGYDEV,203,4
2032,All,LFIC,0,0
2033,All,EIMCOELECO,1,0
2034,All,AKSHOPTFBR,0,0
2035,All,SGL,1,0
2036,All,AFFORDABLE,0,5
2037,All,BALAXI,105,0
2038,All,EMKAY,771,506
2039,All,ZENITHSTL,0,0
2040,All,PTCIL,2,0
2041,All,SYSTANGO,0,0
2042,All,DCMNVL,9,0
2043,All,ASAHISONG,11,0
2044,All,PASUPTAC,37,0
2045,All,BANARBEADS,1,0
2046,All,63MOONS,116,141
2047,All,UHTL,2000,0
2048,All,INDOWIND,6113,0
2049,All,SETUINFRA,249,0
2050,All,GMRP&UI,39018,311
2051,All,ESFL,300,0
2052,All,TGBHOTELS,0,0
2053,All,XTGLOBAL,1,0
2054,All,COUNCODOS,9,0
2055,All,SUVIDHAA,224,28
2056,All,DIL,28433,10002
2057,All,MANAKCOAT,2136,3
2058,All,MARINE,11587,0
2059,All,FLAIR,0,0
2060,All,ADANIPOWER,99637,4121
2061,All,NDRAUTO,45,0
2062,All,ELGIRUBCO,63,0
2063,All,MAGADSUGAR,46,5
2064,All,SANWARIA,29488,0
2065,All,SMLT,5,0
2066,All,CCL,2102,305
2067,All,DJML,0,0
2068,All,KAVVERITEL,1,0
2069,All,KOTHARIPET,573,1
2070,All,JOCIL,0,0
2071,All,GODHA,5698,3335
2072,All,RAMANEWS,5,0
2073,All,BLISSGVS,12933,25
2074,All,GREENLAM,350,0
2075,All,HILTON,11,0
2076,All,SAKSOFT,1510,71
2077,All,VSTL,1,26
2078,All,GALLANTT,30,0
2079,All,PRITIKAUTO,3156,298
2080,All,PRATHAM,400,0
2081,All,OSWALAGRO,3,0
2082,All,YUKEN,2,0
2083,All,GRSE,4910,641
2084,All,SILVERTUC,3,0
2085,All,PRECOT,0,0
2086,All,NDLVENTURE,0,0
2087,All,BRNL,5,1
2088,All,PREMEXPLN,1182,4
2089,All,AHLADA,0,0
2090,All,RAJRILTD,170,0
2091,All,TAINWALCHM,10,0
2092,All,NINSYS,10,0
2093,All,KCPSUGIND,272,0
2094,All,MITCON,1,0
2095,All,JETFREIGHT,110,0
2096,All,ISFT,0,0
2097,All,BIRLACABLE,2,0
2098,All,GTL,2150,107
2099,All,MBLINFRA,150,0
2100,All,GILLANDERS,223,4
2101,All,HIRECT,22,0
2102,All,AROGRANITE,0,0
2103,All,INDOTECH,79,2
2104,All,SURANASOL,117,48
2105,All,BEARDSELL,0,2
2106,All,WALCHANNAG,864,0
2107,All,SONATSOFTW,12493,853
2108,All,VERTOZ,10750,7
2109,All,HONASA,923,100
2110,All,MEDICO,51,29
2111,All,GVPTECH,3,38
2112,All,PROZONER,100,0
2113,All,WSI,306,0
2114,All,MKPL,4017,22
2115,All,PCBL,13134,110
2116,All,NBCC,55535,3292
2117,All,AAREYDRUGS,5,0
2118,All,BFUTILITIE,265,40
2119,All,MANINFRA,205,23
2120,All,WINDMACHIN,313,0
2121,All,PRAENG,50,0
2122,All,AVROIND,110,0
2123,All,JYOTISTRUC,45829,0
2124,All,TARACHAND,88,0
2125,All,MOHITIND,0,0
2126,All,ADANIENT,17523,1623
2127,All,GODAVARIB,2372,50
2128,All,JAIPURKURT,0,0
2129,All,URJA,18490,6855
2130,All,SUMMITSEC,152,0
2131,All,ASPIRE,0,0
2132,All,NIPPOBATRY,100,10
2133,All,IRISDOREME,0,0
2134,All,OSIAHYPER,32,0
2135,All,SAKUMA,18464,2037
2136,All,EPIGRAL,305,0
2137,All,SUYOG,97,7
2138,All,AUSOMENT,140,0
2139,All,DCXINDIA,1695,0
2140,All,CONSOFINVT,5,0
2141,All,BLSE,3220,0
2142,All,LIBAS,30,0
2143,All,LPDC,3,13
2144,All,SWIGGY,29709,5482
2145,All,ASHOKA,0,0
2146,All,ARSHIYA,151,10
2147,All,AKUMS,141,1
2148,All,GOYALSALT,0,0
2149,All,ASHIMASYN,1580,0
2150,All,HOVS,0,0
2151,All,NURECA,1,0
2152,All,RELCHEMQ,100,0
2153,All,NAGREEKEXP,0,0
2154,All,MOKSH,24,2
2155,All,GLOBE,651,168
2156,All,EIFFL,6,0
2157,All,DEEPINDS,960,25
2158,All,ORBTEXP,309,10
2159,All,SPMLINFRA,0,0
2160,All,TIPSFILMS,1,40
2161,All,BGRENERGY,58,0
2162,All,TARMAT,15,0
2163,All,HARDWYN,2581,0
2164,All,MGEL,1605,0
2165,All,PYRAMID,1708,0
2166,All,DANGEE,2,110
2167,All,GRPLTD,5,0
2168,All,SPLIL,11,0
2169,All,BBTC,157,5
2170,All,EMIL,2378,84
2171,All,MUFIN,501,0
2172,All,YATRA,276,150
2173,All,SCILAL,5576,0
2174,All,SANGHVIMOV,0,0
2175,All,TPHQ,1281,5343
2176,All,RAMCOIND,1383,67
2177,All,UNIVCABLES,15,0
2178,All,BVCL,300,0
2179,All,CAREERP,1,0
2180,All,SARDAEN,1715,0
2181,All,DELPHIFX,7,0
2182,All,INDIANHUME,244,0
2183,All,STEL,4,0
2184,All,DEEDEV,360,0
2185,All,ROTO,1385,0
2186,All,GOKEX,215,0
2187,All,UDAICEMENT,3370,0
2188,All,UYFINCORP,49,0
2189,All,RUSTOMJEE,25,0
2190,All,MINDTECK,821,338
2191,All,CYBERTECH,1656,0
2192,All,HPL,2271,100
2193,All,LAL,1,0
2194,All,JAYSREETEA,261,0
2195,All,IREDA,30972,1405
2196,All,DBSTOCKBRO,10,0
2197,All,EMAMIREAL,91,0
2198,All,RBL,0,0
2199,All,SINCLAIR,0,0
2200,All,KILITCH,5,1
2201,All,CTE,0,0
2202,All,POCL,72,0
2203,All,TCPLPACK,16,0
2204,All,VEDL,24382,593
2205,All,AIRAN,909,3
2206,All,WAAREEENER,0,134
2207,All,UNIENTER,10,0
2208,All,BORORENEW,1146,12
2209,All,GINNIFILA,0,0
2210,All,VENUSPIPES,19,7
2211,All,LINC,1,0
2212,All,FEL,2804,0
2213,All,SADBHIN,3076,0
2214,All,STARHEALTH,734,362
2215,All,VHLTD,3,0
2216,All,ITDC,806,30
2217,All,SCPL,5,0
2218,All,KANSAINER,36,0
2219,All,MICEL,1934,0
2220,All,MAZDA,15,0
2221,All,NOIDATOLL,700,0
2222,All,NRL,0,0
2223,All,IDEA,2099026,466765
2224,All,SOMATEX,0,4
2225,All,NATCOPHARM,1992,414
2226,All,KMSUGAR,10,0
2227,All,KITEX,356,123
2228,All,WCIL,514,19
2229,All,MURUDCERA,0,0
2230,All,APCOTEXIND,9,0
2231,All,ZODIAC,25,50
2232,All,ATULAUTO,152,0
2233,All,MUFTI,11,0
2234,All,BHARATRAS,11,1
2235,All,AARVI,0,200
2236,All,AJMERA,3140,13
2237,All,HISARMETAL,25,0
2238,All,AFFLE,179,4
2239,All,INCREDIBLE,2,2
2240,All,TBZ,219,0
2241,All,IVC,258,101
2242,All,PSB,9429,8
2243,All,JPOLYINVST,16,0
2244,All,AGROPHOS,1,0
2245,All,PIIND,520,7
2246,All,SIGIND,356,0
2247,All,JAMNAAUTO,1958,577
2248,All,HUDCO,0,0
2249,All,CORDSCABLE,0,0
2250,All,GREENPANEL,900,30
2251,All,MTNL,21545,27
2252,All,RAYMOND,824,27
2253,All,STEELXIND,6642,1006
2254,All,MHLXMIRU,80,0
2255,All,BANSALWIRE,609,0
2256,All,NAMOEWASTE,0,0
2257,All,CHAMBLFERT,4003,502
2258,All,MUKANDLTD,808,0
2259,All,ECOSMOBLTY,10,0
2260,All,SAGARDEEP,1,0
2261,All,RAJMET,1571,1786
2262,All,ANMOL,1300,0
2263,All,GIPCL,344,0
2264,All,SHIVALIK,3,0
2265,All,UNIPARTS,0,0
2266,All,NORTHARC,1963,0
2267,All,HPIL,25,0
2268,All,VAKRANGEE,3030,33
2269,All,WEIZMANIND,0,0
2270,All,VRLLOG,6,1
2271,All,NAHARCAP,173,0
2272,All,BSE,2918,216
2273,All,GENSOL,19,228
2274,All,SMLISUZU,60,0
2275,All,HMAAGRO,603,253
2276,All,SEQUENT,125,0
2277,All,RTNINDIA,0,0
2278,All,RANASUG,5,4
2279,All,SARLAPOLY,9101,934
2280,All,SITINET,31961,1448
2281,All,LYPSAGEMS,2,0
2282,All,SIL,249,251
2283,All,LLOYDSENGG,40270,6
2284,All,GLOBAL,69,0
2285,All,IIFL,157,34
2286,All,MATRIMONY,53,0
2287,All,APOLSINHOT,4,0
2288,All,KPEL,501,30
2289,All,INDOCO,0,3
2290,All,MUNJALSHOW,11,0
2291,All,OCCL,0,13
2292,All,EVERESTIND,202,10
2293,All,SPANDANA,1270,3
2294,All,GEEKAYWIRE,62,173
2295,All,ISGEC,125,0
2296,All,DMCC,1,0
2297,All,TARSONS,5,0
2298,All,INDRAMEDCO,246,0
2299,All,ZEEMEDIA,157,114
2300,All,HLVLTD,1093,0
2301,All,JUBLPHARMA,542,152
2302,All,AFIL,500,100
2303,All,EUREKAFORB,50,70
2304,All,MCL,9,4
2305,All,MAHEPC,3,0
2306,All,COMSYN,1001,0
2307,All,BANCOINDIA,651,93
2308,All,TOKYOPLAST,80,0
2309,All,AWFIS,0,0
2310,All,BCLIND,4717,9
2311,All,AVANTEL,2532,20
2312,All,ASPINWALL,0,0
2313,All,BAJAJELEC,502,118
2314,All,CAPITALSFB,0,0
2315,All,IGARASHI,158,0
2316,All,REPL,5,0
2317,All,JAYNECOIND,16,0
2318,All,SPLPETRO,102,0
2319,All,SAHANA,125,0
2320,All,GFLLIMITED,0,1
2321,All,BALAJEE,0,0
2322,All,DHANBANK,388,0
2323,All,RSSOFTWARE,157,50
2324,All,PGHL,3,7
2325,All,INDIGO,144,9
2326,All,GARUDA,997,4
2327,All,CEIGALL,21,38
2328,All,INDNIPPON,3,0
2329,All,AURIONPRO,4,0
2330,All,INTELLECT,157,101
2331,All,MUNJALAU,111,0
2332,All,BHANDARI,23,116
2333,All,MAGNUM,12,0
2334,All,DPSCLTD,0,0
2335,All,APLAPOLLO,55,10
2336,All,MHRIL,580,0
2337,All,BLUESTARCO,952,14
2338,All,LOVABLE,0,0
2339,All,SBCL,141,15
2340,All,ARMANFIN,15,0
2341,All,ARVSMART,70,0
2342,All,TIIL,15,2
2343,All,VHL,11,0
2344,All,ACCELYA,27,0
2345,All,EXCELINDUS,67,1
2346,All,BAJAJHCARE,414,150
2347,All,DANISH,0,0
2348,All,MITTAL,919,584
2349,All,SBGLP,0,0
2350,All,RADIANTCMS,1,0
2351,All,GVKPIL,3591,2812
2352,All,STEELCITY,0,0
2353,All,VEEDOL,5,0
2354,All,IVP,0,1
2355,All,KODYTECH,50,0
2356,All,VIVIDHA,1359,707
2357,All,HIMATSEIDE,2680,286
2358,All,SALZERELEC,23,30
2359,All,CANBK,56475,3010
2360,All,SUPREMEPWR,1000,0
2361,All,GENUSPAPER,100,2
2362,All,NEWGEN,1142,83
2363,All,KSOLVES,29,9
2364,All,SURYAROSNI,1282,10
2365,All,RATNAVEER,478,6
2366,All,UTIAMC,612,8
2367,All,RADICO,235,4
2368,All,LYKALABS,1772,36
2369,All,PRUDENT,11,0
2370,All,RPGLIFE,6,0
2371,All,PHOENIXLTD,54,32
2372,All,DMART,0,0
2373,All,GTLINFRA,89937,23226
2374,All,BAJAJHLDNG,21,12
2375,All,MTARTECH,3,8
2376,All,KRONOX,4276,0
2377,All,GODIGIT,517,310
2378,All,AGRITECH,156,25
2379,All,AKZOINDIA,31,4
2380,All,BDL,4119,770
2381,All,NETWORK18,885,488
2382,All,KOTYARK,0,0
2383,All,HONDAPOWER,14,0
2384,All,NYKAA,680,599
2385,All,ADVENZYMES,282,0
2386,All,AVONMORE,7003,222
2387,All,MEDIASSIST,198,76
2388,All,NOCIL,13,20
2389,All,ASTRAMICRO,259,2
2390,All,GMMPFAUDLR,76,0
2391,All,NAGAFERT,2258,104
2392,All,MASTEK,212,11
2393,All,CYIENTDLM,163,31
2394,All,ZENTEC,365,92
2395,All,NEOGEN,122,2
2396,All,SOUTHWEST,192,0
2397,All,INDIAMART,95,4
2398,All,SIGNATURE,110,1
2399,All,RELTD,1539,0
2400,All,MANGCHEFER,1363,1
2401,All,JAGRAN,3607,382
2402,All,ORICONENT,10,0
2403,All,IFBIND,80,1
2404,All,CCHHL,187,0
2405,All,VIKASECO,4385,1685
2406,All,MMFL,47,0
2407,All,KOPRAN,8,0
2408,All,MSTCLTD,282,82
2409,All,KOTARISUG,1,0
2410,All,ITDCEM,309,0
2411,All,PRESTIGE,572,503
2412,All,BALAJITELE,1,0
2413,All,IRBINVIT,3,8
2414,All,LATENTVIEW,233,100
2415,All,INDBANK,200,0
2416,All,JSFB,125,0
2417,All,DODLA,4,0
2418,All,MAXHEALTH,232,66
2419,All,PNBGILTS,3137,1
2420,All,COLPAL,3772,888
2421,All,CHOLAHLDNG,21,5
2422,All,DYCL,94,0
2423,All,A2ZINFRA,0,0
2424,All,ASHIANA,100,0
2425,All,CERA,6,1
2426,All,TANLA,372,10
2427,All,EIHAHOTELS,131,11
2428,All,RELINFRA,1702,139
2429,All,BBOX,178,3
2430,All,MANOMAY,0,0
2431,All,GKWLIMITED,5,0
2432,All,RKSWAMY,41,0
2433,All,OAL,3,0
2434,All,CHOICEIN,106,0
2435,All,SHILPAMED,477,17
2436,All,AXITA,3424,60143
2437,All,PATELENG,3690,62
2438,All,STYLEBAAZA,0,0
2439,All,ENDURANCE,0,0
2440,All,ANDHRSUGAR,1251,0
2441,All,UNIECOM,258,100
2442,All,DREAMFOLKS,500,50
2443,All,SMARTLINK,8,0
2444,All,OPTIEMUS,51,0
